market,date,temperature,rainfall
Kolar,2024-07-21,24.58,2.41
Kolar,2024-07-22,24.43,0.98
Kolar,2024-07-23,24.3,1.15
Kolar,2024-07-24,23.84,1.61
Kolar,2024-07-25,24.07,1.43
Kolar,2024-07-26,24.47,2.0
Kolar,2024-07-27,24.65,0.06
Kolar,2024-07-28,24.67,0.0
Kolar,2024-07-29,25.14,0.73
Kolar,2024-07-30,24.18,2.79
Kolar,2024-07-31,24.68,12.85
Kolar,2024-08-01,25.03,4.78
Kolar,2024-08-02,24.27,1.37
Kolar,2024-08-03,23.82,0.41
Kolar,2024-08-04,23.35,1.26
Kolar,2024-08-05,24.68,13.32
Kolar,2024-08-06,23.59,15.36
Kolar,2024-08-07,23.33,3.79
Kolar,2024-08-08,24.33,2.68
Kolar,2024-08-09,24.89,4.79
Kolar,2024-08-10,24.21,8.21
Kolar,2024-08-11,24.68,8.39
Kolar,2024-08-12,24.26,55.96
Kolar,2024-08-13,25.2,5.43
Kolar,2024-08-14,25.16,0.39
Kolar,2024-08-15,24.97,4.13
Kolar,2024-08-16,25.04,5.6
Kolar,2024-08-17,24.74,5.2
Kolar,2024-08-18,24.91,3.01
Kolar,2024-08-19,24.52,4.12
Kolar,2024-08-20,24.65,11.59
Kolar,2024-08-21,24.25,2.41
Kolar,2024-08-22,23.86,0.02
Kolar,2024-08-23,24.41,0.0
Kolar,2024-08-24,23.57,0.19
Kolar,2024-08-25,23.57,0.19
Kolar,2024-08-26,24.17,0.03
Kolar,2024-08-27,23.42,1.31
Kolar,2024-08-28,23.3,0.14
Kolar,2024-08-29,23.62,11.27
Kolar,2024-08-30,23.34,11.18
Kolar,2024-08-31,22.62,4.7
Kolar,2024-09-01,23.39,0.76
Kolar,2024-09-02,23.29,2.14
Kolar,2024-09-03,23.97,1.3
Kolar,2024-09-04,23.82,1.89
Kolar,2024-09-05,23.92,2.08
Kolar,2024-09-06,23.66,1.62
Kolar,2024-09-07,23.73,0.38
Kolar,2024-09-08,23.97,0.4
Kolar,2024-09-09,24.22,0.23
Kolar,2024-09-10,24.47,1.16
Kolar,2024-09-11,24.29,0.1
Kolar,2024-09-12,23.91,0.04
Kolar,2024-09-13,24.88,0.0
Kolar,2024-09-14,24.85,0.0
Kolar,2024-09-15,24.9,0.0
Kolar,2024-09-16,24.51,0.0
Kolar,2024-09-17,25.17,0.01
Kolar,2024-09-18,24.5,0.08
Kolar,2024-09-19,25.02,0.07
Kolar,2024-09-20,25.18,0.77
Kolar,2024-09-21,25.11,1.12
Kolar,2024-09-22,24.71,4.1
Kolar,2024-09-23,23.94,1.21
Kolar,2024-09-24,24.11,7.08
Kolar,2024-09-25,24.78,0.18
Kolar,2024-09-26,23.85,0.0
Kolar,2024-09-27,24.43,0.66
Kolar,2024-09-28,24.52,7.05
Kolar,2024-09-29,24.67,16.16
Kolar,2024-09-30,24.85,0.1
Kolar,2024-10-01,25.48,0.05
Kolar,2024-10-02,25.82,11.37
Kolar,2024-10-03,24.42,11.88
Kolar,2024-10-04,23.8,13.47
Kolar,2024-10-05,23.4,12.72
Kolar,2024-10-06,21.87,10.61
Kolar,2024-10-07,22.9,0.56
Kolar,2024-10-08,23.73,6.29
Kolar,2024-10-09,23.79,1.99
Kolar,2024-10-10,23.43,2.82
Kolar,2024-10-11,23.66,1.7
Kolar,2024-10-12,22.66,7.61
Kolar,2024-10-13,22.75,4.21
Kolar,2024-10-14,22.62,8.52
Kolar,2024-10-15,22.26,21.24
Kolar,2024-10-16,22.11,24.79
Kolar,2024-10-17,24.2,1.49
Kolar,2024-10-18,23.15,7.3
Kolar,2024-10-19,22.85,13.88
Kolar,2024-10-20,23.59,13.34
Kolar,2024-10-21,23.6,25.87
Kolar,2024-10-22,23.85,7.79
Kolar,2024-10-23,24.04,21.05
Kolar,2024-10-24,23.2,2.84
Kolar,2024-10-25,23.37,0.95
Kolar,2024-10-26,22.51,0.0
Kolar,2024-10-27,22.34,0.08
Kolar,2024-10-28,22.94,0.03
Kolar,2024-10-29,23.63,0.0
Kolar,2024-10-30,23.81,1.42
Kolar,2024-10-31,23.68,4.65
Kolar,2024-11-01,23.32,0.3
Kolar,2024-11-02,23.02,1.61
Kolar,2024-11-03,22.46,0.4
Kolar,2024-11-04,22.36,0.18
Kolar,2024-11-05,21.57,1.34
Kolar,2024-11-06,22.06,0.01
Kolar,2024-11-07,23.04,0.08
Kolar,2024-11-08,22.62,0.0
Kolar,2024-11-09,21.92,0.0
Kolar,2024-11-10,21.29,0.01
Kolar,2024-11-11,21.19,0.0
Kolar,2024-11-12,21.83,1.92
Kolar,2024-11-13,22.36,0.63
Kolar,2024-11-14,22.75,4.47
Kolar,2024-11-15,22.31,4.7
Kolar,2024-11-16,22.39,4.41
Kolar,2024-11-17,22.26,0.19
Kolar,2024-11-18,22.2,0.01
Kolar,2024-11-19,21.68,0.0
Kolar,2024-11-20,20.93,0.0
Kolar,2024-11-21,20.86,0.0
Kolar,2024-11-22,20.91,0.0
Kolar,2024-11-23,21.07,0.0
Kolar,2024-11-24,21.7,0.0
Kolar,2024-11-25,20.61,0.0
Kolar,2024-11-26,20.24,1.67
Kolar,2024-11-27,21.02,0.13
Kolar,2024-11-28,20.89,0.01
Kolar,2024-11-29,21.8,0.12
Kolar,2024-11-30,22.05,13.67
Kolar,2024-12-01,21.83,22.48
Kolar,2024-12-02,22.41,40.12
Kolar,2024-12-03,23.22,11.06
Kolar,2024-12-04,22.44,2.67
Kolar,2024-12-05,22.58,0.54
Kolar,2024-12-06,22.26,0.63
Kolar,2024-12-07,22.39,0.03
Kolar,2024-12-08,21.81,0.01
Kolar,2024-12-09,22.14,0.0
Kolar,2024-12-10,22.16,0.0
Kolar,2024-12-11,21.86,0.14
Kolar,2024-12-12,21.13,12.22
Kolar,2024-12-13,21.13,0.53
Kolar,2024-12-14,20.3,0.16
Kolar,2024-12-15,18.48,0.0
Kolar,2024-12-16,17.49,0.0
Kolar,2024-12-17,19.61,0.3
Kolar,2024-12-18,20.99,0.19
Kolar,2024-12-19,22.53,0.13
Kolar,2024-12-20,22.93,0.04
Kolar,2024-12-21,23.47,0.37
Kolar,2024-12-22,22.59,0.49
Kolar,2024-12-23,21.78,0.0
Kolar,2024-12-24,21.58,0.02
Kolar,2024-12-25,22.04,0.29
Kolar,2024-12-26,22.22,5.43
Kolar,2024-12-27,21.52,3.13
Kolar,2024-12-28,20.99,0.15
Kolar,2024-12-29,20.88,0.01
Kolar,2024-12-30,20.82,0.01
Kolar,2024-12-31,20.61,0.0
Kolar,2025-01-01,20.12,0.0
Kolar,2025-01-02,20.0,0.0
Kolar,2025-01-03,19.53,0.0
Kolar,2025-01-04,18.74,0.0
Kolar,2025-01-05,18.62,0.0
Kolar,2025-01-06,18.84,0.0
Kolar,2025-01-07,19.53,0.0
Kolar,2025-01-08,18.94,0.0
Kolar,2025-01-09,19.08,0.0
Kolar,2025-01-10,20.25,0.0
Kolar,2025-01-11,21.2,0.0
Kolar,2025-01-12,21.29,0.01
Kolar,2025-01-13,22.14,0.99
Kolar,2025-01-14,21.6,0.15
Kolar,2025-01-15,20.64,0.0
Kolar,2025-01-16,20.62,0.0
Kolar,2025-01-17,20.49,0.0
Kolar,2025-01-18,20.54,1.24
Kolar,2025-01-19,21.08,3.71
Kolar,2025-01-20,20.97,0.05
Kolar,2025-01-21,20.02,0.0
Kolar,2025-01-22,20.66,0.0
Kolar,2025-01-23,21.28,0.0
Kolar,2025-01-24,19.89,0.0
Kolar,2025-01-25,19.54,0.0
Kolar,2025-01-26,19.05,0.0
Kolar,2025-01-27,19.92,0.0
Kolar,2025-01-28,20.3,0.0
Kolar,2025-01-29,20.46,0.0
Kolar,2025-01-30,20.99,0.0
Kolar,2025-01-31,23.38,0.0
Kolar,2025-02-01,23.27,0.0
Kolar,2025-02-02,22.5,0.0
Kolar,2025-02-03,21.0,0.0
Kolar,2025-02-04,21.61,0.0
Kolar,2025-02-05,21.79,0.0
Kolar,2025-02-06,21.1,0.0
Kolar,2025-02-07,21.59,0.0
Kolar,2025-02-08,22.37,0.0
Kolar,2025-02-09,22.08,0.0
Kolar,2025-02-10,22.18,0.0
Kolar,2025-02-11,22.32,0.0
Kolar,2025-02-12,22.9,0.0
Kolar,2025-02-13,23.43,0.0
Kolar,2025-02-14,23.92,0.0
Kolar,2025-02-15,23.88,0.0
Kolar,2025-02-16,23.49,0.0
Kolar,2025-02-17,23.82,0.0
Kolar,2025-02-18,23.9,0.0
Kolar,2025-02-19,24.4,0.0
Kolar,2025-02-20,24.44,0.0
Kolar,2025-02-21,24.42,0.0
Kolar,2025-02-22,24.61,0.0
Kolar,2025-02-23,24.6,0.0
Kolar,2025-02-24,23.62,0.0
Kolar,2025-02-25,23.53,0.0
Kolar,2025-02-26,23.68,0.0
Kolar,2025-02-27,23.25,0.0
Kolar,2025-02-28,23.83,0.0
Kolar,2025-03-01,24.97,0.01
Tumkur,2023-01-01,19.5,0.0
Tumkur,2023-01-02,19.33,0.0
Tumkur,2023-01-03,19.47,0.0
Tumkur,2023-01-04,19.67,0.0
Tumkur,2023-01-05,19.62,0.0
Tumkur,2023-01-06,19.66,0.0
Tumkur,2023-01-07,19.98,0.0
Tumkur,2023-01-08,19.74,0.0
Tumkur,2023-01-09,18.29,0.0
Tumkur,2023-01-10,17.6,0.0
Tumkur,2023-01-11,18.07,0.0
Tumkur,2023-01-12,18.93,0.0
Tumkur,2023-01-13,19.02,0.0
Tumkur,2023-01-14,18.94,0.0
Tumkur,2023-01-15,18.85,0.0
Tumkur,2023-01-16,19.06,0.0
Tumkur,2023-01-17,19.21,0.0
Tumkur,2023-01-18,19.35,0.0
Tumkur,2023-01-19,19.16,0.0
Tumkur,2023-01-20,18.93,0.0
Tumkur,2023-01-21,19.94,0.0
Tumkur,2023-01-22,19.62,0.0
Tumkur,2023-01-23,21.2,0.0
Tumkur,2023-01-24,22.36,0.24
Tumkur,2023-01-25,21.43,0.17
Tumkur,2023-01-26,20.61,0.0
Tumkur,2023-01-27,20.25,0.0
Tumkur,2023-01-28,19.88,0.0
Tumkur,2023-01-29,20.32,0.0
Tumkur,2023-01-30,21.69,0.0
Tumkur,2023-01-31,22.08,0.0
Tumkur,2023-02-01,21.87,0.0
Tumkur,2023-02-02,21.75,0.0
Tumkur,2023-02-03,22.62,0.0
Tumkur,2023-02-04,23.43,0.02
Tumkur,2023-02-05,23.0,0.0
Tumkur,2023-02-06,22.71,0.0
Tumkur,2023-02-07,22.35,0.0
Tumkur,2023-02-08,23.12,0.0
Tumkur,2023-02-09,22.87,0.0
Tumkur,2023-02-10,22.84,0.0
Tumkur,2023-02-11,23.2,0.0
Tumkur,2023-02-12,23.66,0.0
Tumkur,2023-02-13,23.23,0.0
Tumkur,2023-02-14,22.81,0.0
Tumkur,2023-02-15,22.68,0.0
Tumkur,2023-02-16,23.18,0.0
Tumkur,2023-02-17,23.16,0.0
Tumkur,2023-02-18,23.45,0.0
Tumkur,2023-02-19,23.92,0.0
Tumkur,2023-02-20,24.31,0.0
Tumkur,2023-02-21,24.42,0.0
Tumkur,2023-02-22,24.29,0.0
Tumkur,2023-02-23,23.99,0.0
Tumkur,2023-02-24,23.59,0.0
Tumkur,2023-02-25,24.2,0.0
Tumkur,2023-02-26,24.41,0.0
Tumkur,2023-02-27,23.79,0.0
Tumkur,2023-02-28,24.26,0.0
Tumkur,2023-03-01,25.41,0.0
Tumkur,2023-03-02,24.46,0.0
Tumkur,2023-03-03,24.23,0.0
Tumkur,2023-03-04,24.63,0.0
Tumkur,2023-03-05,24.86,0.0
Tumkur,2023-03-06,25.2,0.0
Tumkur,2023-03-07,25.03,0.0
Tumkur,2023-03-08,24.56,0.0
Tumkur,2023-03-09,23.64,0.0
Tumkur,2023-03-10,24.76,0.0
Tumkur,2023-03-11,25.37,0.0
Tumkur,2023-03-12,25.57,0.0
Tumkur,2023-03-13,26.61,0.0
Tumkur,2023-03-14,27.35,0.0
Tumkur,2023-03-15,28.31,0.01
Tumkur,2023-03-16,27.83,2.35
Tumkur,2023-03-17,26.62,8.7
Tumkur,2023-03-18,26.09,5.06
Tumkur,2023-03-19,25.11,1.71
Tumkur,2023-03-20,24.69,0.02
Tumkur,2023-03-21,24.03,0.0
Tumkur,2023-03-22,25.27,0.0
Tumkur,2023-03-23,27.79,0.0
Tumkur,2023-03-24,28.76,0.09
Tumkur,2023-03-25,27.41,0.22
Tumkur,2023-03-26,27.14,0.28
Tumkur,2023-03-27,28.06,0.03
Tumkur,2023-03-28,28.53,0.0
Tumkur,2023-03-29,29.6,0.3
Tumkur,2023-03-30,28.31,0.8
Tumkur,2023-03-31,28.25,0.03
Tumkur,2023-04-01,28.88,0.02
Tumkur,2023-04-02,29.41,0.0
Tumkur,2023-04-03,28.18,0.13
Tumkur,2023-04-04,27.98,5.58
Tumkur,2023-04-05,28.67,0.88
Tumkur,2023-04-06,28.93,0.35
Tumkur,2023-04-07,28.72,0.03
Tumkur,2023-04-08,28.41,0.0
Tumkur,2023-04-09,28.34,0.0
Tumkur,2023-04-10,28.99,0.0
Tumkur,2023-04-11,28.89,0.0
Tumkur,2023-04-12,28.35,0.0
Tumkur,2023-04-13,29.82,0.0
Tumkur,2023-04-14,29.82,0.0
Tumkur,2023-04-15,29.24,0.0
Tumkur,2023-04-16,28.25,0.0
Tumkur,2023-04-17,28.88,0.0
Tumkur,2023-04-18,29.67,0.0
Tumkur,2023-04-19,30.1,0.0
Tumkur,2023-04-20,30.33,0.03
Tumkur,2023-04-21,30.15,0.92
Tumkur,2023-04-22,30.81,1.61
Tumkur,2023-04-23,30.8,0.16
Tumkur,2023-04-24,30.22,0.06
Tumkur,2023-04-25,29.21,0.7
Tumkur,2023-04-26,28.64,0.87
Tumkur,2023-04-27,29.68,0.07
Tumkur,2023-04-28,30.76,0.18
Tumkur,2023-04-29,28.94,16.95
Tumkur,2023-04-30,25.85,5.68
Tumkur,2023-05-01,25.43,18.57
Tumkur,2023-05-02,26.1,0.94
Tumkur,2023-05-03,26.06,3.88
Tumkur,2023-05-04,26.24,8.42
Tumkur,2023-05-05,23.74,6.19
Tumkur,2023-05-06,25.78,3.87
Tumkur,2023-05-07,25.5,9.86
Tumkur,2023-05-08,25.33,4.0
Tumkur,2023-05-09,27.11,0.32
Tumkur,2023-05-10,27.89,0.04
Tumkur,2023-05-11,28.89,0.15
Tumkur,2023-05-12,28.26,6.62
Tumkur,2023-05-13,27.85,0.01
Tumkur,2023-05-14,28.6,0.0
Tumkur,2023-05-15,28.72,0.0
Tumkur,2023-05-16,28.92,0.34
Tumkur,2023-05-17,29.57,0.49
Tumkur,2023-05-18,29.67,0.0
Tumkur,2023-05-19,29.03,0.0
Tumkur,2023-05-20,28.75,2.28
Tumkur,2023-05-21,28.58,10.05
Tumkur,2023-05-22,28.59,5.52
Tumkur,2023-05-23,27.07,7.96
Tumkur,2023-05-24,26.68,3.81
Tumkur,2023-05-25,27.34,2.65
Tumkur,2023-05-26,27.55,0.37
Tumkur,2023-05-27,27.48,0.05
Tumkur,2023-05-28,28.21,0.01
Tumkur,2023-05-29,28.31,0.6
Tumkur,2023-05-30,26.32,13.21
Tumkur,2023-05-31,26.73,11.75
Tumkur,2023-06-01,26.06,4.14
Tumkur,2023-06-02,27.15,0.64
Tumkur,2023-06-03,28.26,0.0
Tumkur,2023-06-04,28.14,0.01
Tumkur,2023-06-05,26.64,0.0
Tumkur,2023-06-06,27.59,1.35
Tumkur,2023-06-07,27.05,1.76
Tumkur,2023-06-08,25.86,3.28
Tumkur,2023-06-09,26.13,2.64
Tumkur,2023-06-10,26.32,0.06
Tumkur,2023-06-11,26.49,0.07
Tumkur,2023-06-12,26.24,16.97
Tumkur,2023-06-13,26.71,0.14
Tumkur,2023-06-14,26.83,0.46
Tumkur,2023-06-15,27.27,0.09
Tumkur,2023-06-16,27.59,0.0
Tumkur,2023-06-17,27.36,0.17
Tumkur,2023-06-18,26.02,0.04
Tumkur,2023-06-19,25.83,0.92
Tumkur,2023-06-20,25.66,8.78
Tumkur,2023-06-21,25.87,11.43
Tumkur,2023-06-22,25.02,3.95
Tumkur,2023-06-23,24.59,0.56
Tumkur,2023-06-24,24.3,0.55
Tumkur,2023-06-25,24.36,4.12
Tumkur,2023-06-26,24.6,1.02
Tumkur,2023-06-27,24.5,0.97
Tumkur,2023-06-28,24.6,0.08
Tumkur,2023-06-29,23.73,9.51
Tumkur,2023-06-30,25.08,0.44
Tumkur,2023-07-01,25.21,1.13
Tumkur,2023-07-02,24.22,4.17
Tumkur,2023-07-03,24.69,2.11
Tumkur,2023-07-04,24.2,3.99
Tumkur,2023-07-05,23.57,0.88
Tumkur,2023-07-06,23.91,0.72
Tumkur,2023-07-07,24.83,3.11
Tumkur,2023-07-08,24.47,2.86
Tumkur,2023-07-09,24.3,1.5
Tumkur,2023-07-10,24.07,5.35
Tumkur,2023-07-11,24.09,4.4
Tumkur,2023-07-12,24.44,3.28
Tumkur,2023-07-13,24.26,7.73
Tumkur,2023-07-14,24.24,0.64
Tumkur,2023-07-15,24.79,4.4
Tumkur,2023-07-16,24.71,0.59
Tumkur,2023-07-17,25.28,0.85
Tumkur,2023-07-18,25.07,0.22
Tumkur,2023-07-19,24.34,0.94
Tumkur,2023-07-20,25.16,1.25
Tumkur,2023-07-21,24.78,1.46
Tumkur,2023-07-22,24.48,3.36
Tumkur,2023-07-23,24.51,1.51
Tumkur,2023-07-24,23.5,10.51
Tumkur,2023-07-25,22.72,8.49
Tumkur,2023-07-26,22.64,9.53
Tumkur,2023-07-27,22.37,2.14
Tumkur,2023-07-28,24.01,0.65
Tumkur,2023-07-29,24.41,0.37
Tumkur,2023-07-30,24.84,0.03
Tumkur,2023-07-31,25.27,0.03
Tumkur,2023-08-01,24.9,0.0
Tumkur,2023-08-02,24.85,0.0
Tumkur,2023-08-03,25.22,0.0
Tumkur,2023-08-04,25.21,0.04
Tumkur,2023-08-05,24.44,0.04
Tumkur,2023-08-06,24.97,0.83
Tumkur,2023-08-07,25.39,0.22
Tumkur,2023-08-08,25.43,0.15
Tumkur,2023-08-09,25.45,0.98
Tumkur,2023-08-10,25.04,4.76
Tumkur,2023-08-11,24.97,2.77
Tumkur,2023-08-12,25.17,0.07
Tumkur,2023-08-13,25.5,0.05
Tumkur,2023-08-14,24.44,0.04
Tumkur,2023-08-15,25.61,0.0
Tumkur,2023-08-16,25.91,0.01
Tumkur,2023-08-17,25.65,0.0
Tumkur,2023-08-18,24.47,0.06
Tumkur,2023-08-19,25.01,5.44
Tumkur,2023-08-20,25.68,0.13
Tumkur,2023-08-21,26.02,0.13
Tumkur,2023-08-22,25.89,0.81
Tumkur,2023-08-23,26.55,0.24
Tumkur,2023-08-24,25.65,0.0
Tumkur,2023-08-25,26.69,0.0
Tumkur,2023-08-26,25.41,1.45
Tumkur,2023-08-27,26.17,1.55
Tumkur,2023-08-28,26.44,0.11
Tumkur,2023-08-29,26.49,0.09
Tumkur,2023-08-30,27.01,0.83
Tumkur,2023-08-31,24.87,26.08
Tumkur,2023-09-01,24.58,11.16
Tumkur,2023-09-02,23.73,10.6
Tumkur,2023-09-03,23.23,5.06
Tumkur,2023-09-04,22.09,5.42
Tumkur,2023-09-05,23.28,10.42
Tumkur,2023-09-06,23.46,3.87
Tumkur,2023-09-07,24.24,1.63
Tumkur,2023-09-08,24.13,0.68
Tumkur,2023-09-09,23.96,0.04
Tumkur,2023-09-10,24.53,0.31
Tumkur,2023-09-11,23.49,0.11
Tumkur,2023-09-12,24.62,0.39
Tumkur,2023-09-13,24.79,5.35
Tumkur,2023-09-14,24.78,0.39
Tumkur,2023-09-15,24.04,1.04
Tumkur,2023-09-16,24.89,11.47
Tumkur,2023-09-17,25.0,4.02
Tumkur,2023-09-18,24.97,9.67
Tumkur,2023-09-19,25.07,1.48
Tumkur,2023-09-20,24.57,2.51
Tumkur,2023-09-21,23.19,7.53
Tumkur,2023-09-22,24.2,0.93
Tumkur,2023-09-23,23.73,4.29
Tumkur,2023-09-24,23.29,9.89
Tumkur,2023-09-25,22.29,8.61
Tumkur,2023-09-26,23.6,4.61
Tumkur,2023-09-27,24.01,0.36
Tumkur,2023-09-28,22.93,3.35
Tumkur,2023-09-29,24.05,0.89
Tumkur,2023-09-30,23.48,0.37
Tumkur,2023-10-01,24.35,0.36
Tumkur,2023-10-02,24.54,0.07
Tumkur,2023-10-03,24.54,0.0
Tumkur,2023-10-04,24.23,0.0
Tumkur,2023-10-05,24.17,0.0
Tumkur,2023-10-06,24.03,0.01
Tumkur,2023-10-07,25.31,0.04
Tumkur,2023-10-08,25.54,1.14
Tumkur,2023-10-09,24.92,15.44
Tumkur,2023-10-10,24.69,11.58
Tumkur,2023-10-11,24.66,5.07
Tumkur,2023-10-12,24.39,0.64
Tumkur,2023-10-13,23.93,0.0
Tumkur,2023-10-14,23.49,0.27
Tumkur,2023-10-15,24.66,0.82
Tumkur,2023-10-16,24.46,0.53
Tumkur,2023-10-17,25.26,0.38
Tumkur,2023-10-18,24.7,0.65
Tumkur,2023-10-19,24.76,0.0
Tumkur,2023-10-20,24.92,0.0
Tumkur,2023-10-21,24.98,0.0
Tumkur,2023-10-22,25.0,0.0
Tumkur,2023-10-23,24.02,0.0
Tumkur,2023-10-24,23.19,0.0
Tumkur,2023-10-25,23.11,0.0
Tumkur,2023-10-26,23.15,0.0
Tumkur,2023-10-27,23.84,0.0
Tumkur,2023-10-28,25.35,0.05
Tumkur,2023-10-29,25.16,0.03
Tumkur,2023-10-30,23.78,2.79
Tumkur,2023-10-31,23.83,0.55
Tumkur,2023-11-01,24.98,0.01
Tumkur,2023-11-02,25.54,0.01
Tumkur,2023-11-03,26.12,0.83
Tumkur,2023-11-04,25.04,6.84
Tumkur,2023-11-05,24.66,5.41
Tumkur,2023-11-06,23.48,22.0
Tumkur,2023-11-07,23.49,12.62
Tumkur,2023-11-08,24.03,8.01
Tumkur,2023-11-09,23.28,2.78
Tumkur,2023-11-10,23.53,0.08
Tumkur,2023-11-11,23.6,0.0
Tumkur,2023-11-12,22.57,0.0
Tumkur,2023-11-13,22.52,0.0
Tumkur,2023-11-14,21.75,0.0
Tumkur,2023-11-15,22.36,0.0
Tumkur,2023-11-16,23.66,0.0
Tumkur,2023-11-17,24.47,0.0
Tumkur,2023-11-18,24.96,0.0
Tumkur,2023-11-19,24.72,0.0
Tumkur,2023-11-20,24.02,0.0
Tumkur,2023-11-21,23.9,0.11
Tumkur,2023-11-22,24.41,2.96
Tumkur,2023-11-23,24.08,1.43
Tumkur,2023-11-24,24.55,0.77
Tumkur,2023-11-25,23.4,0.54
Tumkur,2023-11-26,23.74,0.04
Tumkur,2023-11-27,23.89,0.04
Tumkur,2023-11-28,24.42,0.1
Tumkur,2023-11-29,24.0,1.14
Tumkur,2023-11-30,24.03,0.7
Tumkur,2023-12-01,24.13,0.28
Tumkur,2023-12-02,23.53,0.7
Tumkur,2023-12-03,23.91,0.98
Tumkur,2023-12-04,23.37,2.24
Tumkur,2023-12-05,23.35,0.82
Tumkur,2023-12-06,25.04,0.82
Tumkur,2023-12-07,25.21,0.61
Tumkur,2023-12-08,23.75,0.85
Tumkur,2023-12-09,21.66,1.33
Tumkur,2023-12-10,23.72,0.06
Tumkur,2023-12-11,23.08,2.11
Tumkur,2023-12-12,22.4,0.0
Tumkur,2023-12-13,20.94,0.0
Tumkur,2023-12-14,20.76,0.0
Tumkur,2023-12-15,22.47,0.0
Tumkur,2023-12-16,24.31,0.0
Tumkur,2023-12-17,23.84,0.02
Tumkur,2023-12-18,22.32,0.02
Tumkur,2023-12-19,22.45,0.0
Tumkur,2023-12-20,22.5,0.0
Tumkur,2023-12-21,23.13,0.0
Tumkur,2023-12-22,22.77,0.0
Tumkur,2023-12-23,21.82,0.0
Tumkur,2023-12-24,22.21,0.0
Tumkur,2023-12-25,23.43,0.0
Tumkur,2023-12-26,22.33,0.0
Tumkur,2023-12-27,22.11,0.0
Tumkur,2023-12-28,22.86,0.0
Tumkur,2023-12-29,23.68,0.0
Tumkur,2023-12-30,23.72,0.0
Tumkur,2023-12-31,22.47,0.0
Tumkur,2024-01-01,23.48,0.0
Tumkur,2024-01-02,23.89,0.0
Tumkur,2024-01-03,23.37,0.07
Tumkur,2024-01-04,22.3,0.81
Tumkur,2024-01-05,23.99,0.66
Tumkur,2024-01-06,22.45,1.16
Tumkur,2024-01-07,23.13,0.21
Tumkur,2024-01-08,23.22,1.05
Tumkur,2024-01-09,23.88,0.19
Tumkur,2024-01-10,23.86,0.01
Tumkur,2024-01-11,23.78,0.0
Tumkur,2024-01-12,23.39,0.0
Tumkur,2024-01-13,24.1,0.0
Tumkur,2024-01-14,23.78,0.0
Tumkur,2024-01-15,23.61,0.0
Tumkur,2024-01-16,23.55,0.0
Tumkur,2024-01-17,23.99,0.0
Tumkur,2024-01-18,24.61,0.0
Tumkur,2024-01-19,25.21,0.0
Tumkur,2024-01-20,25.35,0.0
Tumkur,2024-01-21,25.46,0.0
Tumkur,2024-01-22,25.95,0.0
Tumkur,2024-01-23,25.14,0.0
Tumkur,2024-01-24,24.76,0.0
Tumkur,2024-01-25,25.34,0.0
Tumkur,2024-01-26,24.43,0.0
Tumkur,2024-01-27,24.06,0.0
Tumkur,2024-01-28,23.8,0.0
Tumkur,2024-01-29,23.71,0.0
Tumkur,2024-01-30,23.48,0.0
Tumkur,2024-01-31,24.49,0.0
Tumkur,2024-02-01,24.78,0.0
Tumkur,2024-02-02,25.28,0.0
Tumkur,2024-02-03,26.81,0.0
Tumkur,2024-02-04,25.88,0.0
Tumkur,2024-02-05,25.17,0.0
Tumkur,2024-02-06,25.64,0.0
Tumkur,2024-02-07,25.68,0.0
Tumkur,2024-02-08,26.19,0.0
Tumkur,2024-02-09,26.28,0.0
Tumkur,2024-02-10,25.72,0.0
Tumkur,2024-02-11,25.46,0.0
Tumkur,2024-02-12,25.08,0.0
Tumkur,2024-02-13,24.59,0.0
Tumkur,2024-02-14,26.0,0.0
Tumkur,2024-02-15,26.12,0.0
Tumkur,2024-02-16,25.39,0.0
Tumkur,2024-02-17,25.39,0.0
Tumkur,2024-02-18,25.61,0.0
Tumkur,2024-02-19,26.23,0.0
Tumkur,2024-02-20,27.5,0.0
Tumkur,2024-02-21,27.47,0.0
Tumkur,2024-02-22,26.11,0.0
Tumkur,2024-02-23,26.61,0.0
Tumkur,2024-02-24,27.54,0.0
Tumkur,2024-02-25,28.19,0.0
Tumkur,2024-02-26,27.32,0.0
Tumkur,2024-02-27,27.31,0.0
Tumkur,2024-02-28,27.14,0.0
Tumkur,2024-02-29,26.52,0.0
Tumkur,2024-03-01,26.48,0.0
Tumkur,2024-03-02,27.3,0.0
Tumkur,2024-03-03,28.09,0.0
Tumkur,2024-03-04,29.4,0.0
Tumkur,2024-03-05,29.54,0.0
Tumkur,2024-03-06,29.64,0.0
Tumkur,2024-03-07,29.27,0.0
Tumkur,2024-03-08,29.02,0.0
Tumkur,2024-03-09,30.25,0.0
Tumkur,2024-03-10,30.52,0.0
Tumkur,2024-03-11,29.82,0.0
Tumkur,2024-03-12,29.19,0.0
Tumkur,2024-03-13,29.78,0.0
Tumkur,2024-03-14,29.8,0.0
Tumkur,2024-03-15,30.23,0.0
Tumkur,2024-03-16,30.53,0.0
Tumkur,2024-03-17,29.27,0.0
Tumkur,2024-03-18,29.46,0.0
Tumkur,2024-03-19,30.14,0.0
Tumkur,2024-03-20,29.41,0.0
Tumkur,2024-03-21,28.74,0.0
Tumkur,2024-03-22,29.02,0.0
Tumkur,2024-03-23,29.87,0.0
Tumkur,2024-03-24,30.2,0.0
Tumkur,2024-03-25,29.73,0.0
Tumkur,2024-03-26,29.98,0.0
Tumkur,2024-03-27,29.75,0.0
